Tag;Beginn_Datum;Beginn_Zeit;Ende_Datum;Ende_Zeit;Ort;Titel;Notiz
Freitag;07.08.2020;18:00;07.08.2020;21:00;example;Testtermin;"1. Hochmayer (Pulkautaler) 2. Cafe Zipp, Zippererstr.22 3. Cafe Nena, Simmeringer Hauptstr.15;;
Donnerstag;13.08.2020;16:30;13.08.2020;18:30;eigenverantwortlich;Gebietsaktionen;;;
Freitag;21.08.2020;16:30;21.08.2020;18:30;eigenverantwortlich;Gebietsaktionen;;;
Mittwoch;02.09.2020;16:30;02.09.2020;18:30;eigenverantwortlich;Gebietsaktionen;;;
Freitag;04.09.2020;18:00;04.09.2020;21:00;Kreuzung Fickeysstr./Sim.Hptstr.;Wirtshaustour;1. Simmeringer Bier-& Kulturschmank 2. Frog 3. Harrys Augustin;;
Freitag;11.09.2020;00:00;11.09.2020;23:59; ;Wahlkampfbeginn?; ;;
Mittwoch;16.09.2020;16:30;16.09.2020;18:30;eigenverantwortlich;Gebietsaktionen;;;
Freitag;18.09.2020;16:30;18.09.2020;18:00;EKZ Thürnlhof;Verteilaktion;;;
Freitag;18.09.2020;18:00;18.09.2020;21:00;Segafreddo, Thürnlhofstr. 25;Wirtshaustour;1. Caffetteria Segafredo, Thürnlh.str.25 2. Cafe Haltestelle, Sängerg.2-4;;
Samstag;19.09.2020;09:00;19.09.2020;12:00;Huma 11;Verteilaktion;;;
Montag;21.09.2020;16:00;21.09.2020;18:00;Ekazent;Verteilaktion;;;
Dienstag;22.09.2020;16:00;22.09.2020;18:00;U3 Endstation;Verteilaktion;;;
Mittwoch;23.09.2020;16:30;23.09.2020;18:30;eigenverantwortlich;Gebietsaktionen;;;
Donnerstag;24.09.2020;16:00;24.09.2020;18:00;U3 Zippererstr.;Groß-Verteilaktion;Gesamtes Team notwendig;;
Freitag;25.09.2020;18:00;25.09.2020;21:00;Weinhaus Hochmayer, Sim. Hptstr. 42;Wirtshaustour; 1. Hochmayer (Pulkautaler) 2. Cafe Zipp, Zippererstr.22 3. Cafe Nena, Simmeringer Hauptstr.15;;
Montag;28.09.2020;16:30;28.09.2020;18:30;4 Orte gleichzeitig;Gebietsaktionen;U3-End, Ekazent, U3-Zipperer, EKZ Thürnlhof;;
Dienstag;29.09.2020;16:30;29.09.2020;18:00;EKZ Thürnlhof;Verteilaktion;;;
Mittwoch;30.09.2020;17:30;30.09.2020;19:30;Hausbesuche;Hausbesuche;;;
Donnerstag;01.10.2020;06:30;01.10.2020;8:00;S-Bahnstation Geiselberg;Verteilaktion;;;
Freitag;02.10.2020;18:00;02.10.2020;21:00;GH zur Bast, Haidestr. 22;Wirtshaustour;1. Wagon, Ravelinstrasse 2. Gasthaus Heideröslein,Klg S. Haide 3. Schutzhaus Gaswerk 4. Gasthaus zur Bast, Haidestr.22;;
Samstag;03.10.2020;09:00;03.10.2020;17:00;ggü. Enkplatz;Strassenfest;;;
Montag;05.10.2020;16:30;05.10.2020;18:00;Merkur, Sim. Hptstr. 101;Verteilaktion;Treffpkt. Merkur;;
Dienstag;06.10.2020;17:00;06.10.2020;19:00;Hausbesuche;Hausbesuche;;;
Mittwoch;07.10.2020;16:00;07.10.2020;18:00;Hausbesuche;Hausbesuche;Gruppe Nord;;
Donnerstag;08.10.2020;17:00;08.10.2020;19:00;U3 Zippererstr.;Groß-Verteilaktion;Gesamtes Team notwendig;;
Freitag;09.10.2020;17:00;09.10.2020;19:30;überall;Mitglieder Rundruf 'Geht wählen', Motivationsmails;;;
Freitag;09.10.2020;20:00;09.10.2020;23:00;Hoffnungssprengel;Steckaktionen;;;
Samstag;10.10.2020;14:00;10.10.2020;17:00;Gebietsteams;Alles muss raus;;;
Sonntag;11.10.2020;08:00;11.10.2020;17:00;WAHLTAG; ; ;;

"
